Example|Class|Clause|Cl.Val|Example_BoW|ClassName|ClauseText|CorrectLabel
105|0|10|1|. , any may its this Agreement the of or one ( ) notice shall is - after and reasonable [PAD] Party may this Agreement notice thereof may be for the a Party [PAD] [PAD] only that such have Source Section Claim on provided an Third Indemnified earlier upon if Third Party as provided if the from based thirty 30 days written based on ) . thirty ( ( 30 30 ) ) days days after written notice Within notice of , if to such except shall not entitled participate K participate in - K K , notify upon the own responsible its own extent the extent upon written give that a materially extent that , 8 8 - ) shall to which be responsible such Claim Party to assume satisfactory counsel with counsel only to advice assume the Indemnified Party presented the Party and only Indemnifying the Indemnifying , based understood and and agreed 44 to give counsel , the Indemnified Indemnifying Party such defense indemnification under Within thirty|0.0|Agreement;this Agreement;extent;|GoldPredicted
105|1|7|1|. , any may its this Agreement the of or one ( ) notice shall is - after and reasonable [PAD] Party may this Agreement notice thereof may be for the a Party [PAD] [PAD] only that such have Source Section Claim on provided an Third Indemnified earlier upon if Third Party as provided if the from based thirty 30 days written based on ) . thirty ( ( 30 30 ) ) days days after written notice Within notice of , if to such except shall not entitled participate K participate in - K K , notify upon the own responsible its own extent the extent upon written give that a materially extent that , 8 8 - ) shall to which be responsible such Claim Party to assume satisfactory counsel with counsel only to advice assume the Indemnified Party presented the Party and only Indemnifying the Indemnifying , based understood and and agreed 44 to give counsel , the Indemnified Indemnifying Party such defense indemnification under Within thirty|1.0|Agreement;this Agreement;extent;|
105|1|9|1|. , any may its this Agreement the of or one ( ) notice shall is - after and reasonable [PAD] Party may this Agreement notice thereof may be for the a Party [PAD] [PAD] only that such have Source Section Claim on provided an Third Indemnified earlier upon if Third Party as provided if the from based thirty 30 days written based on ) . thirty ( ( 30 30 ) ) days days after written notice Within notice of , if to such except shall not entitled participate K participate in - K K , notify upon the own responsible its own extent the extent upon written give that a materially extent that , 8 8 - ) shall to which be responsible such Claim Party to assume satisfactory counsel with counsel only to advice assume the Indemnified Party presented the Party and only Indemnifying the Indemnifying , based understood and and agreed 44 to give counsel , the Indemnified Indemnifying Party such defense indemnification under Within thirty|1.0|Agreement;reasonable;this Agreement;|
109|0|0|1|. , any may its this the of or ( ) shall - after and [PAD] Party may at the , to the other may be of this a Party [PAD] [PAD] Notwithstanding that such effect Source Section . Notwithstanding on b provided an Third ( a a ) ( b b ) Third Party , as other Party breach ( other other than , and breach of , by confidentiality shall not or otherwise of confidentiality use available who has K d Information discovered - K K , ( d d ) ( e and other 7.2 information Confidential was Confidential Information known disclosure through ; ( time of , 8 8 - disclose 7.1 Notwithstanding the Disclosure use of any act to others the case case may Disclosing Receiving Disclosing Party be , disclose to the public disclosure by the Disclosing generally available Third Parties after its or development known to ) was public or disclosure to Party who may disclose Authorized 46|0.0|( b;d;( d;d );|GoldPredicted
109|0|2|1|. , any may its this the of or ( ) shall - after and [PAD] Party may at the , to the other may be of this a Party [PAD] [PAD] Notwithstanding that such effect Source Section . Notwithstanding on b provided an Third ( a a ) ( b b ) Third Party , as other Party breach ( other other than , and breach of , by confidentiality shall not or otherwise of confidentiality use available who has K d Information discovered - K K , ( d d ) ( e and other 7.2 information Confidential was Confidential Information known disclosure through ; ( time of , 8 8 - disclose 7.1 Notwithstanding the Disclosure use of any act to others the case case may Disclosing Receiving Disclosing Party be , disclose to the public disclosure by the Disclosing generally available Third Parties after its or development known to ) was public or disclosure to Party who may disclose Authorized 46|0.0|( b;d;( d;d );|GoldPredicted
109|0|20|1|. , any may its this the of or ( ) shall - after and [PAD] Party may at the , to the other may be of this a Party [PAD] [PAD] Notwithstanding that such effect Source Section . Notwithstanding on b provided an Third ( a a ) ( b b ) Third Party , as other Party breach ( other other than , and breach of , by confidentiality shall not or otherwise of confidentiality use available who has K d Information discovered - K K , ( d d ) ( e and other 7.2 information Confidential was Confidential Information known disclosure through ; ( time of , 8 8 - disclose 7.1 Notwithstanding the Disclosure use of any act to others the case case may Disclosing Receiving Disclosing Party be , disclose to the public disclosure by the Disclosing generally available Third Parties after its or development known to ) was public or disclosure to Party who may disclose Authorized 46|0.0|( b;d;( d;d );|GoldPredicted
109|1|3|1|. , any may its this the of or ( ) shall - after and [PAD] Party may at the , to the other may be of this a Party [PAD] [PAD] Notwithstanding that such effect Source Section . Notwithstanding on b provided an Third ( a a ) ( b b ) Third Party , as other Party breach ( other other than , and breach of , by confidentiality shall not or otherwise of confidentiality use available who has K d Information discovered - K K , ( d d ) ( e and other 7.2 information Confidential was Confidential Information known disclosure through ; ( time of , 8 8 - disclose 7.1 Notwithstanding the Disclosure use of any act to others the case case may Disclosing Receiving Disclosing Party be , disclose to the public disclosure by the Disclosing generally available Third Parties after its or development known to ) was public or disclosure to Party who may disclose Authorized 46|1.0|d;( d;d );|
113|0|17|1|. , any may terminate its this Agreement the end of or ( ) prior notice This terminated shall is required - pursuant and reasonable effective termination Party may may terminate this Agreement the end end of any time the other This Agreement Agreement may may be be terminated terminated at at any , this pursuant to only that such force effect . This Agreement shall b provided full Term Termination upon if ( a a ) ( b b ) in full Term . , as , or if the other Party breach Sections material fails cure thirty 30 days written applicable fails to cure such such breach thirty ( ( 30 30 ) ) days written notice day Renewal either Renewal Term days prior prior to breaching period the non - breaching the required by either any amount remain shall remain default further 60 period , Agreement ; ; ( prior written remedies materially breaches materially breaches become sixty become effective remain in full force force and and effect Termination for sixty ( ( 60 60 ) breaches its failure of Party to investment make or not such termination make the to Sections properly upon thirty 3.6 to meet breaching Party , is , further Party fails de|0.0|its;This;terminated;This Agreement;. This;Agreement shall;|Gold
113|1|14|1|. , any may terminate its this Agreement the end of or ( ) prior notice This terminated shall is required - pursuant and reasonable effective termination Party may may terminate this Agreement the end end of any time the other This Agreement Agreement may may be be terminated terminated at at any , this pursuant to only that such force effect . This Agreement shall b provided full Term Termination upon if ( a a ) ( b b ) in full Term . , as , or if the other Party breach Sections material fails cure thirty 30 days written applicable fails to cure such such breach thirty ( ( 30 30 ) ) days written notice day Renewal either Renewal Term days prior prior to breaching period the non - breaching the required by either any amount remain shall remain default further 60 period , Agreement ; ; ( prior written remedies materially breaches materially breaches become sixty become effective remain in full force force and and effect Termination for sixty ( ( 60 60 ) breaches its failure of Party to investment make or not such termination make the to Sections properly upon thirty 3.6 to meet breaching Party , is , further Party fails de|1.0|its;This;terminated;This Agreement;. This;Agreement shall;|Predicted
114|1|3|1|". , any terminate its this Agreement the end of or ( ) prior notice shall is After - and reasonable effective date [PAD] this Agreement the end end of the other for the , this After the [PAD] [PAD] only that such force effect Source Agreement . in the Agreement shall Applicable provided full an The Termination immediately upon if in full . The as provided , or immediately upon if the other Party including breach "" cure assets applicable bankruptcy "" ) Agreement and cure such such breach day either ) is ( the the "" the date prior to breaching period , if the non - breaching portion right to portion of K d - K K , ( d d ) upon the remain notice to shall remain default 60 period , Party "" connection in connection connection with remedies materially to terminate become sixty , 8 8 - become effective remain in full force force and and effect sixty ( ( 60 60 ) activities such Party Law if such Party to well an assignment as well well as proceeding . After the benefit the case , reorganization reorganization , or upon assignment of the assets activities under Applicable Law entities breaching Party the Party officials liable for such right Law , entities , any Applicable"|1.0|d;( d;d );|
119|0|0|1|". , any its this Agreement the of or ( ) all shall - and will termination [PAD] this Agreement the other of this termination of [PAD] [PAD] herein have effect Source Agreement . Agreement shall Person against b ( a a ) any Person , ( ( b b ) ) the including Sections 9.1 hereof "" , and hereof , either expiration the expiration expiration of ) any 9 deemed . 9 9 . be deemed use , shall K d - K K , ( d d ) ( e , "" Agreement in the context the Agreement meaning limitation , 8 8 - and effect both same the same similar Exhibits entirety its entirety entirety and without limitation expiration or inclusive survive shall survive use of to have references to termination . to refer early early termination to Sections successors 50 word plural singular vice versa the word word "" "" includes the plural the singular and vice Person will Person 's requires ( f survive the and assigns be without Interpretation the Person successors and gender"|0.0|( b;d;( d;d );|GoldPredicted
119|0|2|1|". , any its this Agreement the of or ( ) all shall - and will termination [PAD] this Agreement the other of this termination of [PAD] [PAD] herein have effect Source Agreement . Agreement shall Person against b ( a a ) any Person , ( ( b b ) ) the including Sections 9.1 hereof "" , and hereof , either expiration the expiration expiration of ) any 9 deemed . 9 9 . be deemed use , shall K d - K K , ( d d ) ( e , "" Agreement in the context the Agreement meaning limitation , 8 8 - and effect both same the same similar Exhibits entirety its entirety entirety and without limitation expiration or inclusive survive shall survive use of to have references to termination . to refer early early termination to Sections successors 50 word plural singular vice versa the word word "" "" includes the plural the singular and vice Person will Person 's requires ( f survive the and assigns be without Interpretation the Person successors and gender"|0.0|( b;d;( d;d );|GoldPredicted
119|0|20|1|". , any its this Agreement the of or ( ) all shall - and will termination [PAD] this Agreement the other of this termination of [PAD] [PAD] herein have effect Source Agreement . Agreement shall Person against b ( a a ) any Person , ( ( b b ) ) the including Sections 9.1 hereof "" , and hereof , either expiration the expiration expiration of ) any 9 deemed . 9 9 . be deemed use , shall K d - K K , ( d d ) ( e , "" Agreement in the context the Agreement meaning limitation , 8 8 - and effect both same the same similar Exhibits entirety its entirety entirety and without limitation expiration or inclusive survive shall survive use of to have references to termination . to refer early early termination to Sections successors 50 word plural singular vice versa the word word "" "" includes the plural the singular and vice Person will Person 's requires ( f survive the and assigns be without Interpretation the Person successors and gender"|0.0|( b;d;( d;d );|GoldPredicted
119|1|3|1|". , any its this Agreement the of or ( ) all shall - and will termination [PAD] this Agreement the other of this termination of [PAD] [PAD] herein have effect Source Agreement . Agreement shall Person against b ( a a ) any Person , ( ( b b ) ) the including Sections 9.1 hereof "" , and hereof , either expiration the expiration expiration of ) any 9 deemed . 9 9 . be deemed use , shall K d - K K , ( d d ) ( e , "" Agreement in the context the Agreement meaning limitation , 8 8 - and effect both same the same similar Exhibits entirety its entirety entirety and without limitation expiration or inclusive survive shall survive use of to have references to termination . to refer early early termination to Sections successors 50 word plural singular vice versa the word word "" "" includes the plural the singular and vice Person will Person 's requires ( f survive the and assigns be without Interpretation the Person successors and gender"|1.0|d;( d;d );|
121|1|1|1|. , may its this Agreement the of or ( ) notice all shall accordance is - and will order [PAD] Party may this Agreement the other may be in accordance accordance with of this Parties and [PAD] [PAD] Notwithstanding that such defined force effect Source purposes their terms Agreement . . Notwithstanding Agreement shall ) and consent an The upon . The , as , or other Party from promptly written assets , and Agreement and conditions either terms and and conditions notice of sale from the or its out agrees and shall written consent K - K K , Affiliate of , necessary extent the extent further with a the Agreement interest permitted legal connection in connection connection with obligations of or in extent that , 8 8 - below such Party appropriate similar do to which or similar Notwithstanding the agrees to stock all such provides an Affiliate intent assume substantially the benefit acts be binding upon , successors null null and and void assigned merger , binding upon Force , assign or substantially substantially all the sale Majeure Force Majeure Majeure . necessary or hereunder in inure to assign this and their such further assignee 51 successors and and permitted permitted assigns assigns .|1.0|and their;|
121|1|17|1|. , may its this Agreement the of or ( ) notice all shall accordance is - and will order [PAD] Party may this Agreement the other may be in accordance accordance with of this Parties and [PAD] [PAD] Notwithstanding that such defined force effect Source purposes their terms Agreement . . Notwithstanding Agreement shall ) and consent an The upon . The , as , or other Party from promptly written assets , and Agreement and conditions either terms and and conditions notice of sale from the or its out agrees and shall written consent K - K K , Affiliate of , necessary extent the extent further with a the Agreement interest permitted legal connection in connection connection with obligations of or in extent that , 8 8 - below such Party appropriate similar do to which or similar Notwithstanding the agrees to stock all such provides an Affiliate intent assume substantially the benefit acts be binding upon , successors null null and and void assigned merger , binding upon Force , assign or substantially substantially all the sale Majeure Force Majeure Majeure . necessary or hereunder in inure to assign this and their such further assignee 51 successors and and permitted permitted assigns assigns .|1.0|their;and their;|
